Org1	  University ICU Communication
Org765	  Anhui Software Laboratory Computing Province key Communication
Org766	  Design Experience Center User Tencent Technology Shenzhen
Org767	  Universit Netzbasierte Institut Informatik Berlin Takustr Freie Informationssysteme
Org768	  CAU Kiel
Org769	  Center Hannover Appelstr
Org770	  Faculty University Lugano Informatics Buffi
Org771	  Artificial Polytechnique Station Ecole Intelligence Lausanne Lab rale
Org772	  ARES INRIA
Org773	  Vassilika Heraklion Institute Science Box Voutwn
Org774	  Networks Veraz Inc
Org775	  Engineering School Department Science Graduate Systems
Org776	  Vit Department Science UFES ria ES
Org777	  CNR Ontologies Laboratory ISTC Applied Trento
Org778	  Institute Software Integrated Systems
Org779	  San Ground Road Bei Remote Sensing Satellite Station Beijing Xi China Huan
Org780	  Beijing Xi Institute Road science Bei electronic Huan Chinese academy
Org781	  University Sciences Academy Chinese Graduate
Org782	  Engineering Department University Seattle Science WA Washington
Org783	  Universit Wien Institut Vienna Technische Favoritenstra Informationssysteme
Org784	  Engineering Department University Science Ohio
Org785	  uvre LORIA CNRS Nancy Vand UMR INRIA BP Universities
Org786	  Dept Mathematics Bucci Rende
Org787	  FZI Informatik Haid Stra Karlsruhe und Forschungszentrum Neu
Org788	  Universit Reggio di Modena
Org789	  Computation NICTA Canberra Laboratory Logic Programme
Org790	  Advanced Institute Excellence USTC CityU Joint Lab
Org791	  CNAM CEDRIC
Org792	  IBM Laboratory
Org793	  CIS Informatics
Org794	  University Villeurbanne Lyon Claude Bernard Laboratory LIRIS
Org795	  RIKEN BSI
Org796	  Aomi Tokyo AIST ku Koto
Org797	  Monod rue Jacques Orsay Cedex Futurs INRIA
Org798	  Institute University Technology Science Peking
Org799	  Politecnico CEFRIEL Fucini Milano
Org800	  Vit Federal Esp Santo Ontology CNR rito ria Laboratory Applied Trento University UFES Brazil ISTC
Org801	  CSIRO TAS Hobart
Org802	  Hanover Center Pavillon Expo University Plaza Deutscher
Org803	  Netherlands University Institute CWI Amsterdam Enschede Telematica
Org804	  Economics Engineering Department University Praha Churchill Knowledge Sq Prague
Org805	  University Pref Osaka
Org806	  Artificial Center Intelligence Deduction German Stuhlsatzenhausweg Saarbruecken Systems Multiagent
Org807	  University Hannover Appelstr
Org808	  EXEURA Rende
Org809	  di Calcolo CNR Istituto ICAR Prestazioni Reti
Org810	  Montpellier CNRS LIRMM UMR Univ
Org811	  Engineering University Seattle Dept Science WA Washington
Org812	  Bicocca Dipartimento Universit degli di Arcimboldi Comunicazione Sistemistica Informatica Milano
Org813	  Beijing School Sciences Academy Chinese Graduate
Org814	  Sirma Blvd Sofia Ontotext Lab Shose Tsarigradsko
Org815	  Center FZI University Karlsruhe Technologies
Org816	  Augusta Fraunhofer Berlin Kaiserin Allee FOKUS
Org817	  Universit LORIA CNRS Nancy UMR INRIA
Org818	  nchen Universit Institut Informatik Technische
Org819	  Hong Hung Industrial SAR Hom Kowloon Polytechnic Systems Engineering Department University Kong
Org820	  Beijing Center School Economy CAS University Technology Data Management Graduate Knowledge
Org821	  Pisa Moruzzi di CNR Istituto Informatica Telematica
Org822	  Austria Institute University Technikerstrasse DERI Enterprise Science Digital Innsbruck
Org823	  uvre LORIA CNRS Orpailleur Nancy Vand team UMR INRIA BP Universities
Org824	  Engineering Process
Org825	  Heart Universit British CHUL Program Lung nie iCAPTURE Centre informatique partement Laval du Columbia University Recherche Graduate Bioinformatics logiciel
Org826	  Chofugaoka University shi Tokyo Communications Chofu Electro
Org827	  University ICU Lab IVY Communication
Org828	  Gemo Universit LRI Sud rue Jacques Orsay Parc Saclay INRIA Monod XI Projet CNRS le France Paris
Org829	  Engineering School Belfast University Queen Electronics Science Electrical
Org830	  Friedrich Schiller Universit Informatik Jena
Org831	  Dipartimento Universit Rome Sapienza di Sistemistica Roma Informatica Salaria
Org832	  Development Division Sohu
Org833	  RAP project Le Voluceau INRIA Chesnay Domaine
Org834	  Universit CNRS Nice Antipolis Sophia
Org835	  Artificial Center Intelligence Language Technology German Lab DFKI
Org836	  PUCRS Porto PPGCC Alegre
Org837	  Vassilika Crete Heraklion Vouton ICS Box Laboratory Informatics Biomedical
Org838	  du University Villeurbanne cedex Lyon Claude Bernard Laboratory novembre LIRIS
Org839	  School Science Manchester
Org840	  ProspectSpace Ltd
Org841	  Pattern Inst Image Recognition Processing
Org842	  Tunis des Sciences Facult URPAH
Org843	  CNRS IUT Lens CRIL
Org844	  Informatique UQAM
Org845	  ICREA Law Institute Researcher Technology UAB
Org846	  Montpellier CNRS Rue LIRMM University UMR Ada
Org847	  TU Department Automation Ilmenau Science
Org848	  Software Sandpiper
Org849	  de Universidad
Org850	  Yahoo Barcelona Ocata Catalunya
Org851	  Institut Informatique en Toulouse Recherche
Org852	  Faculty Tunis Department science Science
Org853	  Universit Rue center science Lens Cedex SP
Org854	  Engineering Department University Science Stavanger Electrical
Org855	  Office Company Shan Microelectronics Artillery Military
Org856	  Universit University IRIT Sabatier Otago Paul
Org857	  Carthage des Institut Commerciales Laboratory Etudes Hautes LARODEC
Org858	  NRC
Org859	  Faculty Putra Universiti Technology Science
Org860	  Technology CNR Semantic ISTC Lab
Org861	  CSAIL MIT
Org862	  Labs Accenture Technology
Org863	  LIG INRIA
Org864	  Technology EBUPT Ltd
Org865	  Palo Center Hill Alto Coyote
Org866	  Industry Department Control Automation Institute Shenyang Academy Science Chinese
Org867	  Beijing School Academy Science Chinese Graduate
Org868	  Engineering School University ping Box nk
Org869	  Commercial Institute Technology
Org870	  Innovation Network Service
Org871	  Innovation EADS France Works
Org872	  National University Ireland DERI IDA Galway Business Park
Org873	  Southeastern University
Org874	  MTC Infomedia OHG
Org875	  Space Deimos
Org876	  UPM tica Inform Facultad
Org877	  CONICET INGAR Avellaneda
Org878	  University Newcastle
Org879	  Uni Leipzig
Org880	  Marie Laboratoire du Universit Pierre Avenue Curie informatique Paris sident Kennedy
Org881	  Center Cambridge Nokia
Org882	  Group IBM Software
Org883	  Labs DOCOMO Euro
Org884	  EECS SWRC Dept Science Division KAIST
Org885	  Grenoble Alpes Rh LIG INRIA
Org886	  Center IBM Waston
Org887	  TIF Tecnologia Finanzas Informacion
Org888	  Company Yunnan Power
Org889	  University Portsmouth
Org890	  China Sci Technol Univ
Org891	  Overland School Blue Valley District Park
Org892	  Landscape Board Snow Institute ETH
Org893	  Munich University Bundeswehr
Org894	  Canada Nutrition Ocean
Org895	  University Fourth Military edical
Org896	  University Institute Landau Koblenz Science
Org897	  Tech Taiyuan Univ
Org898	  Arles project INRIA Rocquencourt
Org899	  D Clinical Informatics
Org900	  LSDIS Distributed Scale Lab Systems
Org901	  Heart Center Athens
Org902	  Alpes Rh LIG INRIA
Org903	  Learning LE Systems IW CTO
Org904	  Canada National Fredericton Council
Org905	  Silver Knowledge Springs Integrity
Org906	  CEC Karlsruhe
Org907	  TIF Finanzas Madrid Tecnolog Informaci
Org908	  Dept Science Mathematics
Org909	  INSERM Rennes CNRS University INRIA
Org910	  NexistGroup
Org911	  University Technology Science
Org912	  Philips Asia East
Org913	  Consulting Terahertz
Org914	  Espanola Packard SL Hewlett
Org915	  Singapore National University Michigan
Org916	  Fraunhofer MOTION FOKUS
Org917	  ARES INSA Lyon INRIA
Org918	  Institute Ireland DERI Enterprise Digital Innsbruck Galway
Org919	  Group Fellow Intelligence Senior Computational
Org920	  Cold Harbor Spring
Org921	  University Innsbruck STI
Org922	  Exact
Org923	  Institute Technology Ideal NENU
Org924	  laboratory Jilin learning Province
Org925	  Engineering Center learning
Org926	  Fraunhofer University Technical Berlin FOKUS
Org927	  LORIA CNRS INPL Nancy UMR INRIA UHP
Org928	  Bhavani LLC Consulting Security
Org929	  Futurs INRIA
Org930	  Ontology CNR Laboratory ISTC Applied
Org931	  Design CREDITS Center Tutoring Creative Intelligent Systems
Org932	  Group Imbert Consulting Management
Org933	  Institute Quality Inspection Product Supervision Yantai
Org934	  Rennes Universit Irisa
Org935	  Laboratory DFKI
Org936	  Hanover Center Universit Leibniz Hannover
Org937	  EPFL School Database Science Lausanne Laboratory Communication
Org938	  Institute Science ICS
Org939	  Department University Technology Science og Nanjing
Org940	  Ferrand Clermont Univ
Org941	  Universit Rome Sapienza Dept Science Salaria
Org942	  della delle Scienza CNR Tecnologie Informazione Istituto
Org943	  FZI Karlsruhe
Org944	  Secure Safe Cognitive Systems
Org945	  Mui Keng Terrace Insitute Heng Infocomm
Org946	  Amsterdam Universiteit Vrije
Org947	  UvA van Amsterdam Universiteit
Org948	  Building TX Sixth Street Austin Telcordia Littlefield
Org949	  Dipartimento Universit Venezia di Informatica Foscari
Org950	  QLD Engineering School Brisbane National University Technology NICTA ICT Electrical Australia Queensland
Org951	  School Computing NTU
Org952	  TU Institute Hamburg Software Harburg Systems
Org953	  Adastral Martlesham Park
Org954	  Artois Universit CNRS Nord Lille IUT Lens UMR CRIL
Org955	  voluceau cedex Team INRIA Unit LeChesnay recherche AxIS Domaine Rocquencourt
Org956	  Moulon Yvette Plateau du sur Gif cedex lec informatique partement
Org957	  University Saskatechwan
Org958	  Mysema Ltd
Org959	  LORIA Nancy INRIA
Org960	  BV Aduna
Org961	  NCAR ESSL Observatory Altitude
Org962	  CISL NCAR
Org963	  Academy Branch Romanian Iasi
Org964	  Rennes IRISA Univ
Org965	  Industry TNO Delft Science
Org966	  MADIS Sinica Institute Academia Mathematics Lab Key
Org967	  Edelweiss Team INRIA
Org968	  Tijuana Department CICESE Center Ensenada Science Carretera Baja California
Org969	  CRUE Center Events Unexpected
Org970	  Alpes Rh cedex Ismier LIG INRIA
Org971	  Montpellier Universit CNRS LIRMM cedex
Org972	  Project INSERM VisAGeS CNRS Unit INRIA
Org973	  LIRMM UMR
Org974	  Telecom Labs France Orange
Org975	  Yahoo Blvd College Mission
Org976	  Tech University China Sci
Org977	  della Dipartimento Universit di Basilicata Informatica Potenza Matematica
Org978	  Engineering Department Hong University Technology Science Kong
Org979	  Studies Engineering Advanced Centre Islamabad
Org980	  Italiana Trapani Innovation Center Packard Italy Hewlett Torino
Org981	  Beijing Dong Ping Jie House Nokia
Org982	  Sony rue Amyot Science Laboratory Paris
Org983	  University Institute Sciences Southern California
Org984	  Shenyang Software Neusoft
Org985	  Department Trinity Science College Dublin IE
Org986	  NUI Institute Enterprise Digital Galway
Org987	  Center Technology Grid
Org988	  Center Initiative
Org989	  Sony VUB Universiteit Brussel Science Vrije Laboratory Lab Paris
Org990	  Genova Universit di DISI
Org991	  National University of
Org992	  University News Wales South
Org993	  com Technology quo Cambridge Url BBN bbn
Org994	  Universit CNRS Villetaneuse av LIPN UMR ment Paris
Org995	  Artificial Computaci Ingenier Universidad tica Inform Departamento Mercedes Avda Sevilla Ciencias Inteligencia Reina
Org996	  University Virginia
Org997	  Engineering School National University Sciences Australia
Org998	  School National University of Computing
Org999	  Center Game University Educational Nan Jing Normal
Org1000	  LAAS ReDCAD Toulouse Cedex Unit Sfax CNRS University Roche Colonel avenue Tunisia
Org1001	  Sony Science Laboratory Paris
Org1002	  MOE
Org1003	  Laboratories China NEC
Org1004	  Texturants Innovation Kantvik Technology Danisco Sokeritehtaantie Sweeteners
Org1005	  Labs Motorola
Org1006	  NUIG DERI IDA Galway Business Park
Org1007	  Faculty University Amsterdam Science ISLA
Org1008	  TU Automation Dept Ilmenau Science
Org1009	  Xi Unversity Jiaotong
Org1010	  Engineering Singapore MIT Alliance Drive
Org1011	  Universit Dipartimento Sapienza di Roma Sistemistica Informatica Salaria
Org1012	  CERTH University Thessaloniki Macedonia ITI
Org1013	  Faculty Engineering University Technology Science City Hochiminh
Org1014	  Charles communications des rue Institute Fourier Nationale Evry
Org1015	  Rennes Campus Universit IRISA Beaulieu
Org1016	  FBK Trento
Org1017	  ses Laboratoire Campus Applications en Nancy Cedex BP Vandoeuvre Informatique Lorrain Recherche Scientifique
Org1018	  Engineering Automatization University Technology Staff Chongqing Logistics
Org1019	  Delhi Institute IBM Technology Block Indian Laboratory India
Org1020	  Incorporated Adobe Systems
Org1021	  Department School Indiana University Bloomington Science Informatics
Org1022	  Engineering School National University Technical Electrical Athens
Org1023	  Palo Laboratories HP Alto
Org1024	  Laboratories Bristol HP
Org1025	  Charles communications des rue Institut Fourier Nationale Evry
Org1026	  Artois Universit CNRS Nord Lille Lens UMR France CRIL
Org1027	  Engineering Department National University Victoria Science Software ICT Laboratory Australia Melbourne
Org1028	  University Dept Science California Irvine CA
Org1029	  Beijing Center Department Automation University Intelligent Networked Tsinghua Systems
Org1030	  EXEURA rl
Org1031	  Montpellier CNRS LIRMM University
Org1032	  Beijing Engineering MOE Data Lab Knowledge Key
Org1033	  du CNRS LAAS Roche Avenue Colonel Toulouse
Org1034	  Cottbus Str Department University Pauer Technology Brandenburg Internet Walther
Org1035	  LORIA CNRS University Nancy Lorraine INRIA
Org1036	  Quality Software Lab
Org1037	  Laboratory Security Key
Org1038	  Engineering MOE Data Laboratory Knowledge Key
Org1039	  FZI University Haid Karlsruhe und Strasse Neu
Org1040	  ConfigWorks Consulting GmbH Informationssysteme
Org1041	  Yahoo Research
Org1042	  Institute Graz Universitaet Science Technische Theoretical
Org1043	  ontoprise Karlsruhe GmbH
Org1044	  Narbonne Universit Institut CEDEX en Toulouse Sabatier Paul route IRIT Informatique Recherche
Org1045	  TU Department Automation Ilmenau Science Box
Org1046	  Saarbr DFKI cken
Org1047	  Kaiserslautern DFKI
Org1048	  Center Expo Plaza Hannover
Org1049	  Language Technology Saarbr Stuhlsatzenhausweg Lab GmbH DFKI cken
Org1050	  School Science College London Birkbeck Systems Univ
Org1051	  gun University Miura Hayama cho Soken Kanagawa
Org1052	  Universit Sapienza di ISTAT Roma
Org1053	  Institute University Technology Interactive Favoritenstrasse Vienna Software Systems
Org1054	  IL Chicago Kenetica
Org1055	  Corporation Intel
Org1056	  Institute University Koblenz Science
Org1057	  Fraunhofer Institute Data IITB Processing
Org1058	  Montegancedo Campus Universidad Polit tica Inform del Monte Boadilla Madrid Facultad cnica
Org1059	  Department Oslo University Informatics
Org1060	  CWI Amsterdam Embedded Systems
Org1061	  Universit Liverpool des Saarlandes University
Org1062	  DIE
Org1063	  Equipment Institute Shanghai Power
Org1064	  Wavegen
Org1065	  Ges Consulting Markets Knowledge
Org1066	  Board Institute ETH
Org1067	  Lifia tica Inform Fac UNLP Plata
Org1068	  Department Languages Systems
Org1069	  Xi Jiaotong Unviersity
Org1070	  Drug Singapore Discovery Lilly Centre
Org1071	  NCSA
Org1072	  Montpellier Center CNRS National University Scientific
Org1073	  Labs America NEC
Org1074	  TasLab Trentina Informatica
Org1075	  VisTrails
Org1076	  TU Informatik Darmstadt FB
Org1077	  Adastral Intelligent Lab Systems Park
Org1078	  Montreuil IUT
Org1079	  University Maquarie
Org1080	  Georeference Online
Org1081	  Sezione Sismologia di Tettonofisica
Org1082	  Hasso Plattner Insitut Softwaresystemtechnik GmbH
Org1083	  Group Technology Music
Org1084	  Dame Paix Informatique Notre Facult
Org1085	  Institute Sportscience
Org1086	  TIF Finanzas Informac Tecnolog
Org1087	  ALTEC Greece Tepe SEBT Technology Germany
Org1088	  University Karlsruhe AIFB
Org1089	  Eurolabs DoCoMo NTT
Org1090	  College London Birkbeck
Org1091	  Forschungsgesellschaft Salzburg
Org1092	  SIG Narbonne route IRIT cedex Toulouse UMR
Org1093	  University Pref ku Sakai cho Osaka Gakuen Naka
Org1094	  VUB Brussels Lab
Org1095	  Institute Museum Senckenberg Natural History
Org1096	  gogol medien
